,location,total_sqft,bath,price,bhk
1727,Chandapura,1208.51,3.0,42.0,3
1728,Chandapura,876.0,2.0,29.5,2
1729,Chandapura,645.0,1.0,16.45,1
1732,Chandapura,645.0,1.0,16.45,1
1733,Chandapura,937.0,2.0,30.0,2
1734,Chandapura,1025.0,2.0,27.68,2
1736,Chandapura,800.0,2.0,25.0,2
1737,Chandapura,645.0,1.0,16.45,1
1738,Chandapura,778.0,2.0,25.29,2
1740,Chandapura,950.0,2.0,25.65,2
1741,Chandapura,1200.0,2.0,36.0,2
1742,Chandapura,645.0,1.0,16.45,1
1743,Chandapura,922.0,2.0,36.0,2
1745,Chandapura,674.0,1.0,19.9,2
1747,Chandapura,1080.0,2.0,45.0,2
1750,Chandapura,450.0,1.0,9.0,1
1754,Chandapura,1025.0,2.0,27.68,2
1759,Chandapura,971.0,2.0,38.0,3
1761,Chandapura,3300.0,4.0,135.0,4
1762,Chandapura,800.0,1.0,30.0,2
1764,Chandapura,900.0,2.0,35.0,2
1766,Chandapura,1200.0,2.0,52.0,3
1767,Chandapura,520.0,1.0,14.04,1
1770,Chandapura,1323.0,2.0,42.0,3
1771,Chandapura,410.0,1.0,10.0,1
1773,Chandapura,645.0,1.0,16.45,1
1774,Chandapura,645.0,1.0,16.45,1
1775,Chandapura,1200.0,2.0,36.0,2
1776,Chandapura,740.0,1.0,22.0,2
1777,Chandapura,876.0,2.0,28.47,2
1779,Chandapura,520.0,1.0,14.04,1
1780,Channasandra,1340.0,2.0,48.33,3
1781,Channasandra,1009.0,2.0,38.34,2
1782,Channasandra,1065.0,2.0,35.0,2
1783,Channasandra,1470.0,2.0,90.0,3
1784,Channasandra,1115.0,2.0,33.45,2
1785,Channasandra,1030.0,2.0,34.5,2
1786,Channasandra,4200.0,6.0,180.0,6
1787,Channasandra,1115.0,2.0,40.0,2
1788,Channasandra,3040.0,2.0,48.0,2
1789,Channasandra,1200.0,3.0,67.77,3
1790,Channasandra,1104.0,2.0,35.5,2
1791,Channasandra,1160.0,2.0,55.0,2
1792,Channasandra,1050.0,2.0,41.0,2
1793,Channasandra,1065.0,2.0,40.47,2
1795,Channasandra,1070.0,2.0,38.0,2
1796,Channasandra,1050.0,2.0,35.0,2
1797,Channasandra,1093.0,2.0,34.0,2
1798,Channasandra,808.0,2.0,40.0,2
1799,Channasandra,1010.0,2.0,36.0,2
1800,Channasandra,1123.0,2.0,36.0,2
1801,Channasandra,1000.0,2.0,35.0,2
1802,Channasandra,1500.0,4.0,89.45,4
1803,Channasandra,1330.0,2.0,51.83,3
1804,Channasandra,1093.0,2.0,37.0,2
1805,Channasandra,1115.0,2.0,35.8,2
1806,Channasandra,4278.0,7.0,299.0,7
1807,Channasandra,1500.0,3.0,61.95,3
1809,Channasandra,830.0,2.0,36.28,2
1810,Channasandra,1200.0,3.0,67.77,3
1811,Channasandra,1195.0,2.0,56.0,3
1812,Channasandra,1175.0,2.0,38.0,2
1813,Channasandra,1200.0,2.0,46.13,2
1814,Channasandra,1065.0,2.0,36.0,2
1815,Channasandra,1050.0,2.0,44.41,2
1816,Channasandra,1010.0,2.0,32.0,2
1817,Chikka Tirupathi,2600.0,5.0,120.0,4
1818,Chikka Tirupathi,2325.0,4.0,120.0,4
1820,Chikka Tirupathi,1808.0,4.0,80.27,3
1821,Chikka Tirupathi,3297.0,3.0,135.0,3
1822,Chikka Tirupathi,3500.0,5.0,150.0,4
1823,Chikka Tirupathi,3056.0,5.0,100.0,4
1824,Chikka Tirupathi,2646.0,3.0,99.0,3
1825,Chikka Tirupathi,4500.0,5.0,150.0,4
1826,Chikka Tirupathi,2704.0,5.0,105.0,4
1827,Chikka Tirupathi,2325.0,3.0,95.0,3
1828,Chikka Tirupathi,2325.0,4.0,120.0,4
1829,Chikka Tirupathi,3250.0,4.0,136.0,4
1830,Chikka Tirupathi,2153.0,4.0,120.0,3
1831,Chikka Tirupathi,2665.0,5.0,125.0,4
1832,Chikkabanavar,950.0,2.0,40.0,2
1833,Chikkabanavar,1200.0,1.0,20.0,1
1834,Chikkabanavar,1600.0,2.0,80.0,3
1835,Chikkabanavar,600.0,1.0,25.0,2
1836,Chikkabanavar,2460.0,7.0,80.0,4
1837,Chikkabanavar,1500.0,4.0,105.0,4
1838,Chikkabanavar,2400.0,4.0,97.0,5
1839,Chikkabanavar,2000.0,4.0,65.0,5
1840,Chikkabanavar,1067.0,2.0,38.0,2
1841,Chikkabanavar,1320.0,2.0,46.0,3
1842,Chikkabanavar,4000.0,7.0,110.0,8
1844,Chikkalasandra,1100.0,2.0,50.0,2
1845,Chikkalasandra,1208.0,2.0,49.0,2
1846,Chikkalasandra,875.0,2.0,52.8,2
1848,Chikkalasandra,1800.0,1.0,128.0,2
1849,Chikkalasandra,1070.0,2.0,50.0,2
1850,Chikkalasandra,1230.0,2.0,48.0,2
1851,Chikkalasandra,1428.0,2.0,80.0,3
1852,Chikkalasandra,1070.0,2.0,42.8,2
1856,Chikkalasandra,1075.0,2.0,46.76,2
1859,Chikkalasandra,1070.0,2.0,45.48,2
1860,Chikkalasandra,1100.0,2.0,50.0,2
1863,Chikkalasandra,1224.0,2.0,45.0,2
1864,Chikkalasandra,1090.0,2.0,47.42,2
1867,Chikkalasandra,1325.0,2.0,59.0,2
1868,Chikkalasandra,1290.0,2.0,72.0,2
1871,Choodasandra,1115.0,2.0,50.0,2
1872,Choodasandra,1300.0,2.0,57.0,2
1873,Choodasandra,1530.0,3.0,77.0,3
1876,Choodasandra,1197.0,2.0,63.0,2
1877,Choodasandra,1465.0,3.0,75.0,3
1878,Choodasandra,1115.0,2.0,50.0,2
1879,Choodasandra,1215.0,2.0,59.0,2
1880,Choodasandra,1254.0,2.0,65.0,3
1881,Choodasandra,1580.0,3.0,105.0,3
1882,Choodasandra,725.0,2.0,36.0,2
1883,Choodasandra,2429.0,3.0,210.0,4
1885,Choodasandra,1075.0,2.0,45.0,2
1886,Choodasandra,1180.0,2.0,71.22,2
1887,Choodasandra,1140.0,2.0,62.0,2
1889,Choodasandra,1560.0,3.0,78.0,3
1890,Choodasandra,1065.0,2.0,46.0,2
1891,Choodasandra,1115.0,2.0,50.0,2
1893,Choodasandra,1115.0,2.0,50.0,2
1894,Cooke Town,565.0,1.0,35.0,1
1895,Cooke Town,2572.0,3.0,390.0,3
1896,Cooke Town,3950.0,4.0,450.0,4
1897,Cooke Town,2388.0,4.0,239.0,3
1898,Cooke Town,1500.0,3.0,95.0,3
1899,Cooke Town,1710.0,2.0,200.0,2
1900,Cooke Town,1310.0,2.0,111.0,2
1902,Cooke Town,2560.0,4.0,310.0,3
1903,Cooke Town,2600.0,3.0,375.0,3
1904,Cooke Town,1700.0,3.0,120.0,3
1905,Cooke Town,1100.0,2.0,90.0,2
1906,Cooke Town,2300.0,3.0,250.0,3
1907,Cooke Town,1850.0,3.0,110.0,3
1908,Cooke Town,1600.0,3.0,260.0,3
1910,Cox Town,605.0,1.0,29.0,1
1913,Cox Town,1600.0,3.0,150.0,3
1914,Cox Town,1250.0,2.0,95.0,2
1915,Cox Town,1100.0,2.0,166.0,2
1916,Cox Town,1280.0,2.0,120.0,2
1917,Cox Town,1073.0,2.0,72.0,2
1918,Cox Town,1000.0,2.0,58.0,2
1919,Cox Town,1200.0,2.0,140.0,2
1920,Cunningham Road,5270.0,4.0,1250.0,4
1921,Cunningham Road,3875.0,3.0,864.0,3
1922,Cunningham Road,3875.0,3.0,800.0,3
1923,Cunningham Road,3815.0,3.0,763.0,3
1924,Cunningham Road,2880.0,3.0,501.0,3
1925,Cunningham Road,3489.0,3.0,662.0,3
1926,Cunningham Road,4170.0,3.0,800.0,3
1928,Cunningham Road,2700.0,3.0,501.0,3
1929,Cunningham Road,7500.0,6.0,1800.0,4
1930,Cunningham Road,2880.0,3.0,560.0,3
1931,Dasanapura,708.0,2.0,37.0,2
1932,Dasanapura,708.0,1.0,40.0,2
1933,Dasanapura,965.0,2.0,42.5,2
1935,Dasanapura,1500.0,3.0,65.0,2
1936,Dasanapura,814.0,2.0,42.0,2
1937,Dasanapura,1163.0,2.0,65.0,2
1938,Dasanapura,2400.0,5.0,100.0,4
1939,Dasanapura,1286.0,2.0,68.0,3
1940,Dasanapura,708.0,2.0,31.15,2
1941,Dasanapura,966.0,2.0,58.0,2
1942,Dasanapura,708.0,1.0,41.0,1
1943,Dasanapura,814.0,2.0,43.7,2
1944,Dasarahalli,1295.0,2.0,65.0,2
1946,Dasarahalli,1300.0,2.0,55.0,2
1947,Dasarahalli,1901.0,3.0,119.0,3
1948,Dasarahalli,1150.0,2.0,70.0,2
1949,Dasarahalli,2400.0,3.0,150.0,7
1950,Dasarahalli,2100.0,3.0,120.0,3
1951,Dasarahalli,1300.0,2.0,50.0,2
1952,Dasarahalli,2400.0,2.0,152.0,3
1953,Dasarahalli,1220.0,2.0,52.0,2
1954,Dasarahalli,1375.0,2.0,60.0,2
1955,Dasarahalli,1950.0,3.0,125.0,3
1956,Dasarahalli,1333.0,2.0,86.65,2
1957,Dasarahalli,1333.0,2.0,78.56,2
1958,Dasarahalli,1220.0,2.0,62.0,2
1959,Dasarahalli,1160.0,2.0,49.0,2
1960,Devanahalli,3210.0,2.0,192.0,4
1961,Devanahalli,1260.0,2.0,66.78,2
1962,Devanahalli,1282.0,2.0,68.52,3
1965,Devanahalli,1408.0,2.0,85.0,2
1966,Devanahalli,1010.0,2.0,51.0,2
1968,Devanahalli,5000.0,5.0,395.0,4
1969,Devanahalli,2400.0,5.0,100.0,5
1972,Devanahalli,1174.0,2.0,59.0,2
1974,Devanahalli,2400.0,5.0,190.0,4
1975,Devanahalli,1200.0,1.0,95.0,1
1976,Devanahalli,658.0,1.0,34.0,1
1977,Devanahalli,658.0,1.0,26.91,1
1978,Devanahalli,698.5,1.0,28.57,1
1980,Devanahalli,1700.0,3.0,88.2,3
1981,Devanahalli,1498.0,3.0,79.15,3
1982,Devanahalli,4920.0,4.0,393.5,4
1983,Devanahalli,1466.0,3.0,77.59,3
1984,Devanahalli,775.0,1.0,39.0,1
1985,Devanahalli,1020.0,2.0,49.87,1
1987,Devanahalli,1550.0,3.0,85.0,3
1990,Devanahalli,2125.0,3.0,107.0,3
1993,Devanahalli,658.0,1.0,26.91,1
1995,Devanahalli,1010.0,2.0,58.0,2
1998,Devanahalli,1075.0,2.0,52.57,1
2000,Devarachikkanahalli,1250.0,2.0,40.0,2
2001,Devarachikkanahalli,1200.0,2.0,83.0,2
2002,Devarachikkanahalli,1170.0,2.0,40.0,2
2003,Devarachikkanahalli,615.0,1.0,24.0,1
2004,Devarachikkanahalli,1230.0,2.0,58.0,2
2005,Devarachikkanahalli,1425.0,2.0,65.0,3
2006,Devarachikkanahalli,947.0,2.0,43.0,2
2007,Devarachikkanahalli,1130.0,2.0,36.0,2
2008,Devarachikkanahalli,1417.0,2.0,76.0,3
2009,Devarachikkanahalli,1230.0,2.0,58.0,2
2010,Devarachikkanahalli,1705.0,3.0,75.0,3
2011,Devarachikkanahalli,1116.0,2.0,47.0,2
2012,Devarachikkanahalli,991.0,2.0,40.0,2
2014,Dodda Nekkundi,1260.0,2.0,55.0,2
2015,Dodda Nekkundi,850.0,2.0,28.0,2
2016,Dodda Nekkundi,1390.0,2.0,60.0,2
2017,Dodda Nekkundi,1804.0,3.0,121.0,3
2018,Dodda Nekkundi,1080.0,2.0,50.0,2
2019,Dodda Nekkundi,1999.0,3.0,132.0,3
2020,Dodda Nekkundi,1100.0,2.0,48.0,2
2021,Dodda Nekkundi,1999.0,3.0,135.0,3
2022,Dodda Nekkundi,1100.0,2.0,41.15,2
2023,Dodda Nekkundi,1252.0,2.0,71.0,3
2024,Dodda Nekkundi,1155.0,2.0,46.0,2
2025,Dodda Nekkundi,1128.0,2.0,45.0,2
2026,Dodda Nekkundi,1148.0,2.0,56.0,2
2028,Dodda Nekkundi,1145.0,2.0,46.5,2
2029,Dodda Nekkundi,1829.0,3.0,125.0,3
2030,Dodda Nekkundi,1100.0,2.0,41.16,2
2031,Dodda Nekkundi,1100.0,2.0,46.75,2
2032,Dodda Nekkundi,1315.0,2.0,50.0,2
2033,Dodda Nekkundi,1135.0,2.0,58.0,2
2034,Dodda Nekkundi,1100.0,2.0,41.18,2
2035,Dodda Nekkundi,1370.0,2.0,60.0,2
2036,Dodda Nekkundi,1200.0,2.0,71.0,2
2037,Dodda Nekkundi,1585.0,2.0,79.0,3
2038,Dodda Nekkundi,1005.0,2.0,45.0,2
2039,Dodda Nekkundi,1264.0,2.0,52.0,2
2040,Doddaballapur,1690.0,3.0,80.0,4
2041,Doddaballapur,3000.0,2.0,120.0,3
2042,Doddaballapur,4200.0,4.0,325.0,4
2043,Doddaballapur,3876.0,3.0,300.0,3
2044,Doddaballapur,2776.0,4.0,195.0,3
2045,Doddaballapur,2440.0,3.0,142.0,3
2046,Doddaballapur,2400.0,3.0,200.0,4
2047,Doddaballapur,654.0,1.0,49.0,1
2048,Doddaballapur,3206.0,5.0,270.0,4
2049,Doddakallasandra,1010.0,2.0,40.39,2
2054,Doddakallasandra,1010.0,2.0,40.39,2
2055,Doddakallasandra,1072.0,2.0,42.87,2
2056,Doddakallasandra,1010.0,2.0,40.4,2
2057,Doddakallasandra,1010.0,2.0,41.0,2
2058,Doddakallasandra,1072.0,2.0,42.87,2
2059,Doddathoguru,970.0,2.0,33.0,2
2060,Doddathoguru,1050.0,2.0,32.0,2
2061,Doddathoguru,850.0,2.0,25.0,2
2062,Doddathoguru,1030.0,2.0,42.0,2
2063,Doddathoguru,1549.0,3.0,65.0,3
2065,Doddathoguru,984.0,2.0,51.0,2
2066,Doddathoguru,550.0,1.0,17.0,1
2067,Doddathoguru,1015.0,2.0,33.5,2
2068,Doddathoguru,1104.0,2.0,39.0,2
2069,Doddathoguru,915.0,2.0,32.0,2
2070,Doddathoguru,1140.0,2.0,32.0,2
2071,Doddathoguru,750.0,1.0,25.5,1
2072,Doddathoguru,1595.0,3.0,62.0,3
2073,Doddathoguru,855.0,2.0,32.0,2
2074,Doddathoguru,1105.0,2.0,50.0,2
2075,Doddathoguru,925.0,2.0,30.0,2
2078,Doddathoguru,1100.0,2.0,50.0,2
2079,Doddathoguru,940.0,2.0,32.9,2
2080,Doddathoguru,1382.0,3.0,65.0,3
2081,Doddathoguru,1107.0,2.0,44.0,2
2082,Doddathoguru,907.0,2.0,40.0,2
2083,Doddathoguru,1783.0,3.0,85.0,3
2084,Doddathoguru,550.0,1.0,17.0,1
2085,Domlur,1540.0,3.0,90.0,3
2086,Domlur,1875.0,2.0,150.0,3
2087,Domlur,1429.0,3.0,86.0,3
2088,Domlur,640.0,1.0,55.0,1
2089,Domlur,1050.0,2.0,85.0,2
2090,Domlur,1800.0,3.0,150.0,3
2091,Domlur,1720.0,3.0,135.0,3
2092,Domlur,1950.0,3.0,165.0,3
2093,Domlur,2180.0,3.0,285.0,3
2094,Domlur,650.0,1.0,70.0,1
2095,Domlur,780.0,1.0,70.0,1
2096,Domlur,2180.0,3.0,285.0,3
2097,Domlur,1740.0,3.0,120.0,3
2098,Domlur,1695.0,3.0,125.0,3
2099,Domlur,1246.0,2.0,95.0,2
2100,Domlur,2100.0,3.0,145.0,3
2101,Domlur,1276.0,2.0,80.0,2
2102,Domlur,1850.0,3.0,180.0,3
2103,Domlur,2955.0,3.0,235.0,3
2104,Domlur,1650.0,3.0,180.0,3
2105,Dommasandra,805.0,2.0,22.14,2
2107,Dommasandra,1267.0,3.0,56.0,3
2108,Dommasandra,1200.0,2.0,50.0,2
2109,Dommasandra,2700.0,3.0,68.0,4
2111,Dommasandra,1153.0,2.0,43.5,2
2112,Dommasandra,1500.0,2.0,40.0,2
2113,Dommasandra,1090.0,2.0,43.5,2
2114,Dommasandra,850.0,2.0,25.4,2
2115,Dommasandra,674.0,1.0,19.9,2
2116,Dommasandra,999.0,2.0,32.9,2
2117,EPIP Zone,1499.0,5.0,102.0,3
2118,EPIP Zone,1285.0,2.0,82.0,2
2119,EPIP Zone,2330.0,3.0,162.0,3
2120,EPIP Zone,1330.0,2.0,92.5,2
2121,EPIP Zone,1330.0,2.0,86.98,2
2122,EPIP Zone,1330.0,2.0,93.36,2
2123,EPIP Zone,2160.0,4.0,172.0,3
2125,EPIP Zone,1500.0,3.0,102.0,3
2126,EPIP Zone,1280.0,2.0,69.0,2
2127,EPIP Zone,1125.0,2.0,65.0,2
2128,EPIP Zone,1734.0,3.0,125.0,3
2130,EPIP Zone,1343.0,2.0,86.0,2
2132,EPIP Zone,2350.0,4.0,163.0,3
2133,EPIP Zone,1860.0,3.0,130.0,3
2134,EPIP Zone,2210.0,3.0,165.0,3
2135,EPIP Zone,2710.0,3.0,177.0,3
2138,Electronic City,1025.0,2.0,47.0,3
2142,Electronic City,1500.0,2.0,64.5,3
2143,Electronic City,1060.0,2.0,60.0,2
2144,Electronic City,1152.0,2.0,64.5,2
2147,Electronic City,1070.0,2.0,52.0,2
2149,Electronic City,589.0,1.0,27.0,1
2151,Electronic City,1200.0,3.0,90.0,3
2153,Electronic City,1108.0,2.0,63.0,2
2154,Electronic City,1128.0,2.0,65.0,2
2155,Electronic City,1800.0,3.0,95.0,3
2156,Electronic City,630.0,1.0,34.65,1
2157,Electronic City,1128.0,2.0,63.0,2
2158,Electronic City,1599.0,3.0,125.0,3
2159,Electronic City,1599.0,3.0,99.0,3
2162,Electronic City,1070.0,2.0,55.0,2
2165,Electronic City,1128.0,2.0,68.75,2
2166,Electronic City,1342.0,2.0,73.3,2
2167,Electronic City,1360.0,2.0,71.0,3
2170,Electronic City,1691.0,2.0,102.0,3
2171,Electronic City,1128.0,2.0,65.49,2
2174,Electronic City,1070.0,2.0,56.1,2
2175,Electronic City,2000.0,4.0,120.0,4
2176,Electronic City,890.0,2.0,45.0,2
2177,Electronic City,1128.0,2.0,65.65,2
2178,Electronic City,865.0,2.0,42.0,2
2182,Electronic City,1360.0,2.0,75.0,3
2183,Electronic City,770.0,1.0,40.0,2
2184,Electronic City,1128.0,2.0,64.0,2
2185,Electronic City,1070.0,2.0,54.0,2
2187,Electronic City,1571.0,3.0,89.0,3
2188,Electronic City,1111.0,3.0,50.0,3
2190,Electronic City,630.0,1.0,47.0,1
2192,Electronic City,1374.0,2.0,72.0,3
2194,Electronic City,1128.0,2.0,65.35,2
2195,Electronic City,1128.0,2.0,65.0,2
2200,Electronic City,1563.0,3.0,91.84,3
2201,Electronic City,1652.0,3.0,70.0,3
2203,Electronic City,1025.0,2.0,54.5,2
2205,Electronic City,1350.0,3.0,58.0,3
2208,Electronic City,1700.0,3.0,75.0,3
2210,Electronic City,1128.0,2.0,68.0,2
2211,Electronic City,700.0,1.0,35.0,1
2212,Electronic City,1360.0,2.0,70.5,3
2214,Electronic City,1571.0,3.0,105.0,3
2218,Electronic City,1600.0,3.0,104.0,3
2220,Electronic City,1500.0,2.0,100.0,3
2224,Electronic City,1152.0,2.0,65.0,2
2225,Electronic City,1070.0,2.0,60.0,2
2226,Electronic City,1128.0,2.0,65.5,2
2227,Electronic City,1200.0,2.0,59.0,2
2228,Electronic City,1152.0,2.0,65.75,2
2230,Electronic City,1070.0,2.0,55.0,2
2231,Electronic City,1060.0,2.0,58.0,2
2232,Electronic City,1025.0,2.0,54.1,2
2237,Electronic City,1500.0,2.0,78.0,3
2238,Electronic City,1213.0,2.0,59.32,2
2239,Electronic City,1575.0,3.0,90.0,3
2240,Electronic City,435.0,1.0,19.5,1
2241,Electronic City,1449.0,3.0,100.0,3
2243,Electronic City,1125.0,2.0,58.0,2
2245,Electronic City,1575.0,3.0,101.0,3
2247,Electronic City,550.0,1.0,12.0,1
2249,Electronic City,1500.0,2.0,78.25,3
2250,Electronic City,1363.0,2.0,79.0,2
2253,Electronic City,1108.0,2.0,67.15,2
2255,Electronic City,1128.0,2.0,65.7,2
2257,Electronic City,1060.0,2.0,51.0,2
2259,Electronic City,1650.0,3.0,100.0,3
2261,Electronic City,1025.0,2.0,49.0,2
2263,Electronic City,1449.0,3.0,90.0,3
2265,Electronic City,1070.0,2.0,58.0,2
2267,Electronic City,1500.0,2.0,75.0,3
2269,Electronic City,1070.0,2.0,52.0,2
2270,Electronic City,2435.0,4.0,119.0,4
2271,Electronic City,630.0,1.0,47.0,1
2276,Electronic City,1073.0,2.0,60.0,2
2277,Electronic City,1500.0,2.0,78.0,3
2280,Electronic City,1296.0,2.0,65.0,2
2281,Electronic City,1140.0,2.0,70.93,2
2287,Electronic City,2093.0,4.0,104.0,4
2288,Electronic City,1025.0,2.0,53.9,2
2289,Electronic City,940.0,2.0,54.0,2
2290,Electronic City,435.0,1.0,21.0,1
2291,Electronic City,1500.0,2.0,77.5,3
2292,Electronic City,1631.0,3.0,80.0,3
2293,Electronic City,1355.0,2.0,67.0,2
2296,Electronic City,435.0,1.0,22.0,1
2298,Electronic City,1039.0,2.0,50.0,2
2299,Electronic City,770.0,1.0,39.9,2
2301,Electronic City,1128.0,2.0,64.0,2
2302,Electronic City,605.0,1.0,13.31,1
2304,Electronic City,530.0,1.0,13.5,1
2305,Electronic City,1070.0,2.0,53.0,2
2308,Electronic City,1571.0,3.0,83.0,3
2310,Electronic City,1350.0,3.0,66.0,3
2311,Electronic City,1652.0,3.0,110.0,3
2315,Electronic City,1128.0,2.0,65.58,2
2316,Electronic City,1355.0,2.0,97.6,2
2317,Electronic City,635.0,1.0,28.0,1
2318,Electronic City,1128.0,2.0,65.4,2
2321,Electronic City,1355.0,2.0,72.9,2
2326,Electronic City,1609.0,3.0,115.0,3
2332,Electronic City,1108.0,2.0,63.0,2
2333,Electronic City,630.0,1.0,40.5,1
2336,Electronic City,605.0,1.0,22.0,1
2340,Electronic City,1360.0,2.0,70.0,3
2341,Electronic City,635.0,1.0,28.0,1
2342,Electronic City,1128.0,2.0,65.45,2
2348,Electronic City,1360.0,2.0,58.0,3
2349,Electronic City,630.0,1.0,46.0,1
2352,Electronic City,630.0,1.0,33.7,1
2356,Electronic City,1400.0,3.0,90.0,3
2357,Electronic City,1287.0,3.0,55.0,3
2358,Electronic City,1258.0,2.0,85.5,2
2359,Electronic City,1386.0,2.0,85.0,2
2360,Electronic City,550.0,1.0,27.0,1
2361,Electronic City,1025.0,2.0,50.0,2
2363,Electronic City,1070.0,2.0,55.0,2
2364,Electronic City,1342.0,2.0,72.0,2
2365,Electronic City,1275.0,3.0,70.0,3
2366,Electronic City,770.0,1.0,38.0,2
2371,Electronic City,1644.0,3.0,92.59,3
2372,Electronic City,1250.0,2.0,62.0,2
2375,Electronic City,418.0,1.0,12.0,1
2376,Electronic City,1128.0,2.0,64.8,2
2379,Electronic City,1060.0,2.0,55.0,2
2380,Electronic City,710.0,1.0,40.42,1
2383,Electronic City,1275.0,3.0,63.43,3
2384,Electronic City,1518.0,3.0,75.0,3
2385,Electronic City,1090.0,2.0,31.48,1
2388,Electronic City,1060.0,2.0,55.0,2
2390,Electronic City,1353.0,2.0,75.0,2
2392,Electronic City,1128.0,2.0,67.0,2
2393,Electronic City,1070.0,2.0,57.0,2
2394,Electronic City,1700.0,3.0,90.0,3
2396,Electronic City,750.0,1.0,35.0,1
2398,Electronic City,1070.0,2.0,60.0,2
2403,Electronic City,1615.0,3.0,97.0,3
2405,Electronic City,1221.0,2.0,68.0,2
2407,Electronic City,1500.0,3.0,73.0,3
2408,Electronic City,995.0,2.0,48.0,2
2409,Electronic City,1342.0,2.0,90.0,2
2411,Electronic City,1128.0,2.0,63.5,2
2412,Electronic City,589.0,1.0,29.0,1
2415,Electronic City,1575.0,3.0,94.5,3
2417,Electronic City,1025.0,2.0,54.0,2
2418,Electronic City,1500.0,2.0,70.0,3
2419,Electronic City,1500.0,2.0,64.5,3
2421,Electronic City,2093.0,4.0,134.0,4
2423,Electronic City,1355.0,2.0,73.0,2
2424,Electronic City,1360.0,2.0,64.99,3
2425,Electronic City,1060.0,2.0,52.0,2
2426,Electronic City Phase II,1056.0,2.0,39.07,2
2427,Electronic City Phase II,1020.0,2.0,30.6,2
2428,Electronic City Phase II,1069.0,2.0,45.0,2
2429,Electronic City Phase II,630.0,1.0,28.35,1
2431,Electronic City Phase II,1000.0,2.0,25.0,2
2432,Electronic City Phase II,1090.0,2.0,28.34,2
2433,Electronic City Phase II,2225.0,4.0,98.88,4
2434,Electronic City Phase II,630.0,1.0,40.0,1
2435,Electronic City Phase II,2400.0,3.0,150.0,2
2437,Electronic City Phase II,775.0,2.0,38.0,2
2438,Electronic City Phase II,1266.0,2.0,59.0,2
2439,Electronic City Phase II,1000.0,2.0,28.88,2
2442,Electronic City Phase II,972.0,2.0,44.0,2
2444,Electronic City Phase II,1031.0,2.0,55.0,2
2445,Electronic City Phase II,1003.0,2.0,40.6,2
2446,Electronic City Phase II,1031.0,2.0,56.35,2
2448,Electronic City Phase II,1205.0,2.0,75.0,2
2449,Electronic City Phase II,1395.0,2.0,62.78,3
2450,Electronic City Phase II,1160.0,2.0,33.5,2
2451,Electronic City Phase II,1065.0,2.0,30.75,2
2452,Electronic City Phase II,1219.0,2.0,61.25,2
2454,Electronic City Phase II,1000.0,2.0,28.88,2
2455,Electronic City Phase II,1790.0,3.0,100.0,3
2456,Electronic City Phase II,769.0,2.0,40.0,2
2458,Electronic City Phase II,900.0,2.0,32.5,2
2461,Electronic City Phase II,993.0,2.0,50.0,3
2462,Electronic City Phase II,1418.0,3.0,52.47,3
2463,Electronic City Phase II,1070.0,2.0,45.0,2
2466,Electronic City Phase II,1140.0,2.0,33.06,2
2467,Electronic City Phase II,1089.0,2.0,32.67,2
2468,Electronic City Phase II,1031.0,2.0,55.0,2
2469,Electronic City Phase II,1253.0,2.0,65.8,2
2471,Electronic City Phase II,1160.0,2.0,33.5,2
2472,Electronic City Phase II,975.0,2.0,45.0,3
2473,Electronic City Phase II,6000.0,4.0,260.0,4
2474,Electronic City Phase II,1116.0,2.0,37.0,2
2475,Electronic City Phase II,1125.0,2.0,29.25,2
2476,Electronic City Phase II,1000.0,2.0,28.88,2
2477,Electronic City Phase II,1000.0,2.0,28.88,2
2478,Electronic City Phase II,1000.0,2.0,28.88,2
2479,Electronic City Phase II,1165.0,2.0,30.29,2
2480,Electronic City Phase II,3550.0,2.0,167.5,4
2481,Electronic City Phase II,1031.0,2.0,53.0,2
2483,Electronic City Phase II,1065.0,2.0,30.88,2
2485,Electronic City Phase II,1549.0,3.0,80.0,3
2486,Electronic City Phase II,1065.0,2.0,56.13,2
2488,Electronic City Phase II,920.0,2.0,26.0,2
2489,Electronic City Phase II,1140.0,2.0,33.84,2
2490,Electronic City Phase II,1219.0,2.0,61.26,2
2491,Electronic City Phase II,1252.0,2.0,65.0,3
2492,Electronic City Phase II,1125.0,2.0,32.49,2
2494,Electronic City Phase II,1286.0,2.0,69.0,2
2496,Electronic City Phase II,1140.0,2.0,32.92,2
2497,Electronic City Phase II,1116.0,2.0,40.0,2
2498,Electronic City Phase II,1150.0,3.0,46.0,3
2499,Electronic City Phase II,1192.0,2.0,47.0,3
2501,Electronic City Phase II,1020.0,2.0,32.0,2
2502,Electronic City Phase II,1900.0,3.0,97.0,4
2503,Electronic City Phase II,1020.0,2.0,27.43,2
2504,Electronic City Phase II,1025.0,2.0,26.65,2
2505,Electronic City Phase II,1020.0,2.0,29.45,2
2506,Electronic City Phase II,1000.0,2.0,28.88,2
2508,Electronic City Phase II,1140.0,2.0,28.5,2
2509,Electronic City Phase II,1125.0,2.0,32.49,2
2510,Electronic City Phase II,1200.0,2.0,34.65,2
2511,Electronic City Phase II,1160.0,2.0,52.2,2
2512,Electronic City Phase II,1244.0,2.0,55.0,2
2513,Electronic City Phase II,1160.0,2.0,33.51,2
2516,Electronic City Phase II,972.0,2.0,40.0,2
2517,Electronic City Phase II,1160.0,2.0,33.51,2
